"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit_bus","time_transit_train","time_waiting","n_changes","distance_total","distance_walk","distance_bus","distance_train","stop_PC6"
"2573","2541X",52.0653736707086,4.2841344796241,52.0541032153245,4.27432718219758,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2616","2544N",52.0198745770101,4.37823030636127,52.0342293799336,4.24498616242454,0,1,78.2,33.5,26.1,11,7.6,2,20.3,2.1,9.9,8.4,"2543GB"
"2544D","3072",52.0493517376306,4.25167124379522,51.902110213157,4.48910082781826,1,0,86.9,32,23.8,21,10.2,3,31.5,1.9,8.9,20.7,"2532CP"
"2571","2544D",52.069368236282,4.28691784001684,52.0493517376306,4.25167124379522,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3511","2533V",52.0883196690366,5.11598760040687,52.0502735545728,4.28958147252202,0,1,83.3,21.3,15.9,40,6,1,67.1,1.4,5.4,60.3,"2533SR"
"2573","2533C",52.0653736707086,4.2841344796241,52.0487353984816,4.29328303683979,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2522","2542N",52.0603806984478,4.32727437307002,52.0331301458607,4.25975908904229,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2717","2543B",52.0746386021589,4.47426957541903,52.0408197781465,4.2614617830182,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2616","2544M",52.0198745770101,4.37823030636127,52.0396112782528,4.25129396965672,0,1,74.1,21.6,26.8,7,18.7,3,17.1,1.3,9.5,6.3,"2532CP"
"2533A","2514",52.0536330532777,4.27865212084885,52.0852307270459,4.30898661979684,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2584","2533B",52.1025819138378,4.2792955317052,52.0486872890598,4.28410221908171,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2542N","2562",52.0331301458607,4.25975908904229,52.0747265798835,4.28192580723319,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2562","2542N",52.0747265798835,4.28192580723319,52.0331301458607,4.25975908904229,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533B","2564",52.0486872890598,4.28410221908171,52.0681123354441,4.25800296323022,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2542J","2627",52.0385335010829,4.25810585554739,51.9853213032094,4.37184025404182,1,0,56.4,27.2,17.4,7,4.7,2,14,2,5.7,6.4,"2545JT"
"2544N","3511",52.0342293799336,4.24498616242454,52.0883196690366,5.11598760040687,1,0,90,23.2,26.7,37,3.1,1,70.2,1.6,8.3,60.3,"2544NL"
"2518","2544G",52.0811391704393,4.29422163398023,52.0425265562463,4.25954339365026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2624","2544C",51.9951639454664,4.35577193846277,52.0467546104116,4.25338619540227,0,1,68.1,24.1,25.1,7,11.9,3,17.7,1.4,7.9,8.4,"2543BG"
"2288","2544J",52.0327667740991,4.33716640779124,52.0450156297235,4.25830282422894,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545G","2624",52.0492425239982,4.27529335026369,51.9951639454664,4.35577193846277,1,0,40,13.1,17.6,4,5.3,2,11.4,0.9,6,4.5,"2545JT"
"2544E","3072",52.0464828004557,4.25028829153627,51.902110213157,4.48910082781826,1,0,86.4,35.4,24.9,18,8.2,3,30.6,2.2,9.5,18.9,"2545JT"
"2544N","2627",52.0342293799336,4.24498616242454,51.9853213032094,4.37184025404182,1,0,64.3,34,18.6,7,4.7,2,14.9,2.4,6.1,6.4,"2545JT"
"2543S","2572",52.0403612649755,4.26585945503325,52.0644318387081,4.29356013529868,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533L","2564",52.0524663644024,4.29612770686802,52.0681123354441,4.25800296323022,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"1034","2533L",52.4082508647364,4.91687058579526,52.0524663644024,4.29612770686802,0,1,103.5,24.8,28.2,38,12.5,3,66.1,1.3,13.3,51.4,"2533SR"
"2585","2533H",52.0948730770626,4.29696375867616,52.0487012158308,4.29070086181086,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2624","2544M",51.9951639454664,4.35577193846277,52.0396112782528,4.25129396965672,0,1,64.8,18.8,27.2,7,11.9,3,18.1,1,8.7,8.4,"2544RM"
"2595","2533B",52.0808715256637,4.33453210497774,52.0486872890598,4.28410221908171,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544G","2562",52.0425265562463,4.25954339365026,52.0747265798835,4.28192580723319,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3012","2544G",51.9186125299546,4.47619254402734,52.0425265562463,4.25954339365026,0,1,69.7,22.9,18.5,18,10.2,2,30.7,1.5,6.5,22.8,"2543BG"
"2552","2533A",52.0545866758473,4.2477894574147,52.0536330532777,4.27865212084885,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544M","2616",52.0396112782528,4.25129396965672,52.0198745770101,4.37823030636127,1,0,66.8,30.6,23.6,4,8.7,3,14.6,2,8,4.5,"2545JT"
"2544M","2596",52.0396112782528,4.25129396965672,52.0927435368403,4.31950877266799,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3521","2533S",52.0833123706544,5.10940578791336,52.0553882189754,4.28645029912797,0,1,92,30,15.9,38,8.1,1,67.7,2,5.4,60.3,"2533SR"
"2518","2533B",52.0811391704393,4.29422163398023,52.0486872890598,4.28410221908171,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533H","2566",52.0487012158308,4.29070086181086,52.0807850576839,4.25230755076599,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2542J","2275",52.0385335010829,4.25810585554739,52.0628271752404,4.35271576940429,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3171","2544J",51.8549780764941,4.39920958999336,52.0450156297235,4.25830282422894,0,1,104.8,23.9,44.5,18,18.6,4,47.6,1.2,23.8,22.8,"2543GB"
"2533A","2245",52.0536330532777,4.27865212084885,52.1212697387586,4.39936927067405,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2543A","3072",52.0434639733693,4.26411809103701,51.902110213157,4.48910082781826,1,0,78.1,26.3,22.7,18,11.1,3,29.2,1.5,8.8,18.9,"2545JT"
"2533A","3072",52.0536330532777,4.27865212084885,51.902110213157,4.48910082781826,1,0,69.7,27.4,18.3,18,6,2,27.7,1.6,7.2,18.9,"2533AM"
"2544N","2333",52.0342293799336,4.24498616242454,52.1681642892725,4.4680488050241,1,0,73.6,31.9,27.1,12,2.6,1,25.8,2.3,8.3,15.2,"2544NL"
"2563","2544N",52.0726961183115,4.27055559115989,52.0342293799336,4.24498616242454,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2571","2533A",52.069368236282,4.28691784001684,52.0536330532777,4.27865212084885,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545A","2722",52.0530226817073,4.26308177456596,52.0534861981297,4.5131635276735,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2275","2543B",52.0628271752404,4.35271576940429,52.0408197781465,4.2614617830182,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2543B","2275",52.0408197781465,4.2614617830182,52.0628271752404,4.35271576940429,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2515","2544G",52.0726973931787,4.32119223162575,52.0425265562463,4.25954339365026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2543B","1118",52.0408197781465,4.2614617830182,52.3066504723126,4.76059463211953,1,0,70.1,22.1,15.6,29,3.5,1,49.7,1.4,5.8,42.5,"2543SW"
"2711","2544G",52.0616101118219,4.49215069360475,52.0425265562463,4.25954339365026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544M","2571",52.0396112782528,4.25129396965672,52.069368236282,4.28691784001684,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545C","3012",52.0564072356305,4.26594900581208,51.9186125299546,4.47619254402734,1,0,58.6,21.5,13.6,21,2.5,1,26.5,1.5,4.3,20.7,"2532CP"
"2525","2545A",52.0623766403396,4.3033052949289,52.0530226817073,4.26308177456596,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"1119","2533A",52.2821571917182,4.76035698526118,52.0536330532777,4.27865212084885,0,1,94.6,13.6,34.4,30,16.5,3,56,0.9,12.6,42.5,"2533AD"
"2563","2544L",52.0726961183115,4.27055559115989,52.0351167857076,4.25190836738485,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533H","2624",52.0487012158308,4.29070086181086,51.9951639454664,4.35577193846277,1,0,41.6,19,7.3,7,8.2,2,10.3,1.3,2.8,6.3,"2532CP"
"2546X","2492",52.0607363175907,4.27761287481445,52.0661871645066,4.40916858931185,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2275","2542E",52.0628271752404,4.35271576940429,52.0358716120214,4.26738012702625,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533S","2563",52.0553882189754,4.28645029912797,52.0726961183115,4.27055559115989,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"1119","2544H",52.2821571917182,4.76035698526118,52.0457978448674,4.26058713725417,0,1,96.7,10.2,42.9,27,16.7,4,56.6,0.7,15.1,40.8,"2544GA"
"1119","2544G",52.2821571917182,4.76035698526118,52.0425265562463,4.25954339365026,0,1,94.5,6.9,44,27,16.7,4,56.8,0.4,15.5,40.8,"2543BG"
"2545N","2573",52.0478918255789,4.27889515568648,52.0653736707086,4.2841344796241,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544C","2624",52.0467546104116,4.25338619540227,51.9951639454664,4.35577193846277,1,0,58.5,30.8,16,7,4.7,2,13.8,2.2,5.2,6.4,"2545JT"
"2245","2533L",52.1212697387586,4.39936927067405,52.0524663644024,4.29612770686802,0,1,87.9,58.4,15,7,7.5,1,14.7,4.2,6.7,3.7,"2532CP"
"1435","2543A",52.2594488242524,4.70233605661364,52.0434639733693,4.26411809103701,0,1,109.2,39.7,21.8,34,13.7,3,60.2,2.7,10.3,47.2,"2545NW"
"2554","2533E",52.0649874429837,4.21969140039765,52.0527763542252,4.29327791610092,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533V","2566",52.0502735545728,4.28958147252202,52.0807850576839,4.25230755076599,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533H","2275",52.0487012158308,4.29070086181086,52.0628271752404,4.35271576940429,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545C","2245",52.0564072356305,4.26594900581208,52.1212697387586,4.39936927067405,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2546B","2515",52.0591161365999,4.27399671521609,52.0726973931787,4.32119223162575,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2742","2544L",52.0448020296029,4.62517612709865,52.0351167857076,4.25190836738485,0,1,95.4,38.2,48.1,2,7.1,2,35.8,2.9,31.3,1.7,"2543GB"
"2717","2533V",52.0746386021589,4.47426957541903,52.0502735545728,4.28958147252202,0,1,70,23.9,29.9,3,13.3,3,19.7,1.5,16.5,1.7,"2533SR"
"2542J","2624",52.0385335010829,4.25810585554739,51.9951639454664,4.35577193846277,1,0,54.5,25.4,17.4,7,4.7,2,13.9,1.8,5.7,6.4,"2545JT"
"2544M","2566",52.0396112782528,4.25129396965672,52.0807850576839,4.25230755076599,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2909","2533G",51.9141299066694,4.54510425380612,52.0481019628413,4.28904693155921,0,1,79.5,30.4,14.6,26,8.5,3,30.5,1.8,6.4,22.3,"2532CP"
"2533L","2573",52.0524663644024,4.29612770686802,52.0653736707086,4.2841344796241,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2543V","3521",52.039653035803,4.25997191228478,52.0833123706544,5.10940578791336,1,0,95.1,31.9,23,37,3.1,1,69.7,2.2,7.2,60.3,"2544WB"
"2533V","2492",52.0502735545728,4.28958147252202,52.0661871645066,4.40916858931185,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2572","2533C",52.0644318387081,4.29356013529868,52.0487353984816,4.29328303683979,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2624","2545N",51.9951639454664,4.35577193846277,52.0478918255789,4.27889515568648,0,1,53,17.8,17,7,11.1,2,15.2,0.9,5.9,8.4,"2545NW"
"2542T","2584",52.0387486365841,4.27284350201484,52.1025819138378,4.2792955317052,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2288","2544G",52.0327667740991,4.33716640779124,52.0425265562463,4.25954339365026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544G","2288",52.0425265562463,4.25954339365026,52.0327667740991,4.33716640779124,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533J","2554",52.0509015842924,4.29388139874333,52.0649874429837,4.21969140039765,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545C","2275",52.0564072356305,4.26594900581208,52.0628271752404,4.35271576940429,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2543A","3015",52.0434639733693,4.26411809103701,51.9120311058262,4.46838871612835,1,0,65.3,20.2,22.2,14,8.9,3,25.9,1,10.1,14.7,"2545JT"
"2624","2545B",51.9951639454664,4.35577193846277,52.0438369470538,4.274959863301,0,1,44.5,16.2,13.7,7,7.6,2,11.4,0.9,4.1,6.3,"2532CP"
"2544H","2554",52.0457978448674,4.26058713725417,52.0649874429837,4.21969140039765,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2516","2542J",52.067825882664,4.33840078455919,52.0385335010829,4.25810585554739,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545V","2245",52.0500362790353,4.26839997997919,52.1212697387586,4.39936927067405,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2543B","3521",52.0408197781465,4.2614617830182,52.0833123706544,5.10940578791336,1,0,92.5,29.4,23,37,3.1,1,69.6,2.1,7.2,60.3,"2544WB"
"2544J","3171",52.0450156297235,4.25830282422894,51.8549780764941,4.39920958999336,1,0,101.2,38.5,36.6,19,7.1,2,45.4,2.4,20.3,22.8,"2543SW"
"2533C","2552",52.0487353984816,4.29328303683979,52.0545866758473,4.2477894574147,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3012","2533V",51.9186125299546,4.47619254402734,52.0502735545728,4.28958147252202,0,1,58.2,25.3,8,20,4.8,1,27.7,1.6,3.3,22.8,"2533SR"
"2564","2533B",52.0681123354441,4.25800296323022,52.0486872890598,4.28410221908171,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2624","2545J",51.9951639454664,4.35577193846277,52.0501761443925,4.27390518499308,0,1,57.2,16.6,21.7,7,11.9,3,15.8,0.8,6.6,8.4,"2545JT"
"3012","2542N",51.9186125299546,4.47619254402734,52.0331301458607,4.25975908904229,0,1,64.9,23.8,16.2,20,4.8,1,30.7,1.6,6.4,22.8,"2543GB"
"3015","2544J",51.9120311058262,4.46838871612835,52.0450156297235,4.25830282422894,0,1,79.2,24.8,27.3,15,12,3,32.5,1.3,12.6,18.6,"2543GB"
"2533C","2566",52.0487353984816,4.29328303683979,52.0807850576839,4.25230755076599,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2516","2542N",52.067825882664,4.33840078455919,52.0331301458607,4.25975908904229,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533L","2563",52.0524663644024,4.29612770686802,52.0726961183115,4.27055559115989,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2624","2544G",51.9951639454664,4.35577193846277,52.0425265562463,4.25954339365026,0,1,60.3,16.3,25.1,7,11.9,3,17.1,0.8,7.9,8.4,"2543BG"
"3171","2542E",51.8549780764941,4.39920958999336,52.0358716120214,4.26738012702625,0,1,101.7,28,40.9,18,14.9,3,46.6,1.5,22.5,22.8,"2543GB"
"2545J","2722",52.0501761443925,4.27390518499308,52.0534861981297,4.5131635276735,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545H","2573",52.0436878110164,4.28273156391466,52.0653736707086,4.2841344796241,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2555","2544E",52.0609982076522,4.2254911744316,52.0464828004557,4.25028829153627,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533B","2566",52.0486872890598,4.28410221908171,52.0807850576839,4.25230755076599,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2722","2543A",52.0534861981297,4.5131635276735,52.0434639733693,4.26411809103701,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2552","2533B",52.0545866758473,4.2477894574147,52.0486872890598,4.28410221908171,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3072","2533A",51.902110213157,4.48910082781826,52.0536330532777,4.27865212084885,0,1,80.8,36.6,15.4,22,6.7,2,29.6,2.3,6.7,20.7,"2532CP"
"3072","2545A",51.902110213157,4.48910082781826,52.0530226817073,4.26308177456596,0,1,84.8,29.2,20.1,22,13.4,2,30.3,1.7,8,20.7,"2532CP"
"2544J","9711",52.0450156297235,4.25830282422894,53.2162755049971,6.56936779297269,1,0,211.2,23.4,21.8,159,7,1,267.8,1.7,7.2,258.9,"2544WB"
"2518","2543V",52.0811391704393,4.29422163398023,52.039653035803,4.25997191228478,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2543V","2518",52.039653035803,4.25997191228478,52.0811391704393,4.29422163398023,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3511","2533S",52.0883196690366,5.11598760040687,52.0553882189754,4.28645029912797,0,1,86,24.1,15.9,40,6,1,67.3,1.6,5.4,60.3,"2533SR"
"2543B","3072",52.0408197781465,4.2614617830182,51.902110213157,4.48910082781826,1,0,78,25.6,24.1,18,10.2,3,29.6,1.5,9.2,18.9,"2545JT"
"2543B","3511",52.0408197781465,4.2614617830182,52.0883196690366,5.11598760040687,1,0,87,23.9,23,37,3.1,1,69.2,1.7,7.2,60.3,"2544WB"
"2545J","2595",52.0501761443925,4.27390518499308,52.0808715256637,4.33453210497774,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3072","2533G",51.902110213157,4.48910082781826,52.0481019628413,4.28904693155921,0,1,68.8,27.6,12.6,22,6.7,2,27.8,1.6,5.6,20.7,"2532CP"
"2585","2533S",52.0948730770626,4.29696375867616,52.0553882189754,4.28645029912797,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2522","2543B",52.0603806984478,4.32727437307002,52.0408197781465,4.2614617830182,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533L","2593",52.0524663644024,4.29612770686802,52.085306948222,4.3427389060951,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2545H","2909",52.0436878110164,4.28273156391466,51.9141299066694,4.54510425380612,1,0,81.3,24,18,28,11.2,3,31,1.3,7.5,22.3,"2532CP"
"2624","2543S",51.9951639454664,4.35577193846277,52.0403612649755,4.26585945503325,0,1,55.1,26.8,13.7,7,7.6,2,12.2,1.8,4.1,6.3,"2532CP"
"2597","2533B",52.1075811993067,4.31333725310012,52.0486872890598,4.28410221908171,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2542C","2573",52.0375620253995,4.26942353312512,52.0653736707086,4.2841344796241,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533J","2563",52.0509015842924,4.29388139874333,52.0726961183115,4.27055559115989,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2542T","2288",52.0387486365841,4.27284350201484,52.0327667740991,4.33716640779124,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2546C","2517",52.0566592189878,4.27346932211107,52.0872564188756,4.2856091847331,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2565","2533L",52.0754314285111,4.2585719682278,52.0524663644024,4.29612770686802,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2253","2544H",52.1385666406112,4.45177543682077,52.0457978448674,4.26058713725417,0,1,68.6,23.4,24.4,11,9.8,2,20.8,1.7,8,11,"2544GA"
"2518","2545P",52.0811391704393,4.29422163398023,52.0486991606871,4.28003531328865,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2546E","2627",52.0580559213753,4.27115759168931,51.9853213032094,4.37184025404182,1,0,51.5,28.2,10.9,10,2.5,1,13.4,2,3.3,8.1,"2532CP"
"2544N","2518",52.0342293799336,4.24498616242454,52.0811391704393,4.29422163398023,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544H","2572",52.0457978448674,4.26058713725417,52.0644318387081,4.29356013529868,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533G","2909",52.0481019628413,4.28904693155921,51.9141299066694,4.54510425380612,1,0,80.8,26.4,15,28,11.2,3,30.1,1.5,6.4,22.3,"2532CP"
"3072","2545P",51.902110213157,4.48910082781826,52.0486991606871,4.28003531328865,0,1,71.2,27,15.4,22,6.7,2,28.9,1.6,6.7,20.7,"2532CP"
"2563","2542E",52.0726961183115,4.27055559115989,52.0358716120214,4.26738012702625,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533J","2566",52.0509015842924,4.29388139874333,52.0807850576839,4.25230755076599,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2541X","2282",52.0541032153245,4.27432718219758,52.0518955896257,4.33464709821156,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2282","2541X",52.0518955896257,4.33464709821156,52.0541032153245,4.27432718219758,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"3511","2544G",52.0883196690366,5.11598760040687,52.0425265562463,4.25954339365026,0,1,91.8,14.3,24,39,14.5,2,68.6,1,7.4,60.3,"2543BG"
"2533S","2624",52.0553882189754,4.28645029912797,51.9951639454664,4.35577193846277,1,0,42.9,19.4,8.7,7,7.7,2,10.7,1.4,3.1,6.3,"2532CP"
"2722","2542E",52.0534861981297,4.5131635276735,52.0358716120214,4.26738012702625,0,1,81.5,33.9,36.7,3,8,2,23.6,2.4,19.5,1.7,"2545DM"
"2541X","2555",52.0541032153245,4.27432718219758,52.0609982076522,4.2254911744316,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2555","2541X",52.0609982076522,4.2254911744316,52.0541032153245,4.27432718219758,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2564","2533G",52.0681123354441,4.25800296323022,52.0481019628413,4.28904693155921,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533A","2552",52.0536330532777,4.27865212084885,52.0545866758473,4.2477894574147,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544J","2718",52.0450156297235,4.25830282422894,52.0390097565011,4.49760847654277,1,0,69.2,25.6,23.2,15,5.3,2,21,1.9,6.7,12.4,"2543BG"
"2554","2533L",52.0649874429837,4.21969140039765,52.0524663644024,4.29612770686802,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2542E","2722",52.0358716120214,4.26738012702625,52.0534861981297,4.5131635276735,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2533B","1816",52.0486872890598,4.28410221908171,52.633510599681,4.72021420216175,1,0,146.7,39.9,12,80,14.8,3,107.9,2.6,4.6,100.7,"2545NW"
"2624","2545C",51.9951639454664,4.35577193846277,52.0564072356305,4.26594900581208,0,1,61.9,16.1,21.7,7,17,3,16,0.8,6.8,8.4,"2545CG"
"2545C","3072",52.0564072356305,4.26594900581208,51.902110213157,4.48910082781826,1,0,73.4,25.4,23.6,18,6.4,2,29.1,1.4,8.8,18.9,"2545CG"
"2717","2544E",52.0746386021589,4.47426957541903,52.0464828004557,4.25028829153627,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2554","2545A",52.0649874429837,4.21969140039765,52.0530226817073,4.26308177456596,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2245","2545P",52.1212697387586,4.39936927067405,52.0486991606871,4.28003531328865,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2543A","2718",52.0434639733693,4.26411809103701,52.0390097565011,4.49760847654277,1,0,67.8,25,22.5,15,5.3,2,20.7,1.8,6.5,12.4,"2543AA"
"2545V","2616",52.0500362790353,4.26839997997919,52.0198745770101,4.37823030636127,1,0,63,35.2,17.3,4,6.5,2,12.8,2.4,5.9,4.5,"2545JT"
"3171","2533C",51.8549780764941,4.39920958999336,52.0487353984816,4.29328303683979,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2542K","2552",52.0364390701642,4.26312437750577,52.0545866758473,4.2477894574147,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544X","2516",52.0485769204117,4.25873629594925,52.067825882664,4.33840078455919,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2516","2544X",52.067825882664,4.33840078455919,52.0485769204117,4.25873629594925,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2591","2545H",52.0935039858362,4.36433362268645,52.0436878110164,4.28273156391466,0,1,43.6,17.2,10.9,6,9.4,2,9.6,1.2,4.5,4,"2545NW"
"2544K","3316",52.0441502180298,4.25828520254179,51.7703317733928,4.63699057537182,1,0,117.4,29.5,30.9,47,10.2,3,54.9,2.1,12.3,40.5,"2532CP"
"2516","2544T",52.067825882664,4.33840078455919,52.043708831961,4.25562360610011,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2516","2544W",52.067825882664,4.33840078455919,52.0467602067797,4.25796164603099,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1"
"2544S","3316",52.0416822739541,4.25091669844794,51.7703317733928,4.63699057537182,1,0,126.4,38.1,37.4,43,7.9,3,57.7,2.7,16.2,38.7,"2545JT"
"3316","2544S",51.7703317733928,4.63699057537182,52.0416822739541,4.25091669844794,0,1,104.2,23.8,30.3,42,8.2,3,53.1,1.6,12.8,38.7,"2545JT"
"2544C","3316",52.0467546104116,4.25338619540227,51.7703317733928,4.63699057537182,1,0,129,42.1,36,43,7.9,3,57.5,3.1,15.7,38.7,"2545JT"
